iter	Logloss
417	0.538446971
418	0.5383484055
419	0.5381672345
420	0.5379406422
421	0.5376839829
422	0.5375583435
423	0.5373699343
424	0.53696013
425	0.5367972438
426	0.5365131932
427	0.536304029
428	0.5361909575
429	0.5360885779
430	0.535957435
431	0.5359046306
432	0.5356922985
433	0.5355189055
434	0.5353283674
435	0.5350327986
436	0.5347422457
437	0.5344459168
438	0.5343337257
439	0.5341587825
440	0.5340715869
441	0.5339370857
442	0.5337432673
443	0.5333537004
444	0.533245471
445	0.5330285685
446	0.5329492406
447	0.5327586779
448	0.5324728614
449	0.5324490079
450	0.5322981215
451	0.5322296531
452	0.5320230749
453	0.5319052254
454	0.5316789094
455	0.5313854896
456	0.5312923594
457	0.531176625
458	0.5310167999
459	0.5308443976
460	0.5306289415
461	0.5304324109
462	0.5303627083
463	0.5301678741
464	0.5299616369
465	0.5298325648
466	0.5295490215
467	0.5295332626
468	0.5292804287
469	0.5291015862
470	0.5288223602
471	0.5287661978
472	0.5286385821
473	0.5285144341
474	0.5282996878
475	0.5281173136
476	0.5277805286
477	0.5275431262
478	0.5273827454
479	0.5271912258
480	0.5270526458
481	0.5268520356
482	0.5265892088
483	0.5264903298
484	0.5262624432
485	0.5260459719
486	0.5260360214
487	0.5258009939
488	0.5254983521
489	0.5252004844
490	0.5250341273
491	0.5249687772
492	0.5248048464
493	0.5247311979
494	0.5246986213
495	0.5245864027
496	0.5244814269
497	0.5242300462
498	0.5240855179
499	0.5238719619
500	0.5236440537
501	0.5235511899
502	0.523280779
503	0.5231100445
504	0.5230886064
505	0.5230821304
506	0.5230433829
507	0.5228565364
508	0.5228047581
509	0.5226965895
510	0.522500253
511	0.522407454
512	0.5222761889
513	0.5221024252
514	0.5221003923
515	0.5219454552
516	0.5218809203
517	0.5217927614
518	0.5217822745
519	0.5217315087
520	0.5214723283
521	0.5212311138
522	0.5211413632
523	0.5209937558
524	0.5208459114
525	0.5206925268
526	0.5205854626
527	0.5204962095
528	0.5202168855
529	0.5200122079
530	0.51989435
531	0.5197610105
532	0.5196462832
533	0.5194723116
534	0.5192767078
535	0.519245531
536	0.5190845483
537	0.5188774236
538	0.5187802725
539	0.5186070278
540	0.5185220741
541	0.5182921933
542	0.5182156708
543	0.518005237
544	0.5179274257
545	0.5178354034
546	0.5177030163
547	0.5176873548
548	0.5174686221
549	0.5173845019
550	0.5173824933
551	0.5173162932
552	0.5171447702
553	0.5169650581
554	0.5167817855
555	0.5166584184
556	0.5165597477
557	0.5164542047
558	0.5162026082
559	0.5159960039
560	0.5159173099
561	0.5157647811
562	0.5156027867
563	0.5154555328
564	0.5152237236
565	0.515084027
566	0.5148493452
567	0.5147059629
568	0.514562686
569	0.5145596406
570	0.5144223573
571	0.5142756484
572	0.5142054971
573	0.5140287645
574	0.5140228849
575	0.5139356469
576	0.5138020278
577	0.5136046012
578	0.5134286066
579	0.5132643619
580	0.5131551936
581	0.5130305554
582	0.5128904772
583	0.5127102951
584	0.5127043068
585	0.5125137482
586	0.5123664973
587	0.5122366694
588	0.5121067153
589	0.5119355415
590	0.5118207448
591	0.5114886118
592	0.511415785
593	0.5112828724
594	0.5111265256
595	0.5109512741
596	0.5107291891
597	0.5106025835
598	0.5104155273
599	0.5103704317
600	0.5102357219
601	0.5101834037
602	0.5098895018
603	0.5097585206
604	0.5096235217
605	0.50950428
606	0.5094186468
607	0.5093974243
608	0.5092887609
609	0.50912747
610	0.5089497369
611	0.5087748898
612	0.5086213705
613	0.5085187804
614	0.5083655508
615	0.5081621059
616	0.5081007645
617	0.507897571
618	0.5076957824
619	0.5076060213
620	0.5074763632
621	0.5071661594
622	0.507044767
623	0.5068935541
624	0.5068875469
625	0.5066134685
626	0.5064291893
627	0.5062053002
628	0.5060860056
629	0.5060230917
630	0.5057864664
631	0.5057794754
632	0.5056321423
633	0.5054852147
634	0.5054339497
635	0.5054181047
636	0.5053317284
637	0.505164964
638	0.5049680973
639	0.5047804907
640	0.5047767468
641	0.5047740059
642	0.504694737
643	0.5045762811
644	0.5044118656
645	0.5042724537
646	0.5041905982
647	0.5040538179
648	0.5040012112
649	0.5038892879
650	0.5037346456
651	0.5034803044
652	0.5032772772
653	0.5030289394
654	0.5027436563
655	0.5027413902
656	0.5026625134
657	0.5024572323
658	0.5021771032
659	0.5019057399
660	0.5017031237
661	0.5016989554
662	0.5015234786
663	0.5014552805
664	0.5014072779
665	0.5011040263
666	0.5009414759
667	0.5008493316
668	0.5007269907
669	0.5005017135
670	0.500371825
671	0.5002168611
672	0.5000545985
673	0.4999048887
674	0.4996798316
675	0.4994869382
676	0.4994165853
677	0.4992838935
678	0.4990326565
679	0.4988881396
680	0.4987082477
681	0.4986837965
682	0.4984863766
683	0.4982587384
684	0.4981129848
685	0.4979395989
686	0.4978889674
687	0.4977230957
688	0.497526991
689	0.4974115139
690	0.497320082
691	0.4971214351
692	0.4970639072
693	0.4968938696
694	0.4968646949
695	0.4966985333
696	0.4965395082
697	0.4963572649
698	0.4961173263
699	0.4960858988
700	0.4960134036
701	0.49582096
702	0.4958137227
703	0.4956720037
704	0.4955619955
705	0.4954537695
706	0.4952221901
707	0.4951613122
708	0.495020103
709	0.4949171898
710	0.4947346556
711	0.4946659544
712	0.4944961765
713	0.4943418555
714	0.4941603513
715	0.4940896974
716	0.4940324756
717	0.4939133774
718	0.4937254426
719	0.4936358881
720	0.4935525935
721	0.4935231818
722	0.4933599943
723	0.4932106405
724	0.4930114123
725	0.4929138155
726	0.4929076076
727	0.492788979
728	0.4927090152
729	0.4925005778
730	0.4924103272
731	0.4922342215
732	0.4921412194
733	0.492070077
734	0.4919666748
735	0.49181666
736	0.4917575379
737	0.4916571181
738	0.491579868
739	0.4915596483
740	0.4913635028
741	0.4913518495
742	0.4911923588
743	0.4910330747
744	0.4909075933
745	0.4907669651
746	0.4906536146
747	0.4905700431
748	0.490354782
749	0.4902915457
750	0.4901061707
751	0.4901041039
752	0.4899818511
753	0.4898144586
754	0.4897151468
755	0.4896294037
756	0.4895074292
757	0.4894265691
758	0.4892616257
759	0.4891428099
760	0.4889945087
761	0.4888668131
762	0.4887149195
763	0.4886256895
764	0.4886213626
765	0.4886155185
766	0.4884520922
767	0.4883121903
768	0.4880301757
769	0.4879193233
770	0.4877916848
771	0.4875695506
772	0.4874410384
773	0.4872538386
774	0.4871951351
775	0.487088988
776	0.4869716256
777	0.486893436
778	0.4867258775
779	0.4865694751
780	0.4865660007
781	0.4864660775
782	0.4863049072
783	0.486303436
784	0.4862458952
785	0.4861436981
786	0.4859903642
787	0.4857699759
788	0.4856710681
789	0.4855544688
790	0.4855508407
791	0.4853927449
792	0.4852893523
793	0.4852548573
794	0.4851331805
795	0.4850936034
796	0.4849887373
797	0.4848409363
798	0.4846659825
799	0.4845496384
800	0.4845440788
801	0.484532939
802	0.4843695045
803	0.4842637386
804	0.484067637
805	0.4840641429
806	0.4839641091
807	0.4838542986
808	0.4838235234
809	0.4838224398
810	0.4838157863
811	0.4837119392
812	0.4837056977
813	0.4836234259
814	0.4834664485
815	0.483397653
816	0.4832600778
817	0.4832017125
818	0.4830945387
819	0.4830205158
820	0.4829279558
821	0.4828645375
822	0.4827828938
823	0.4826886187
824	0.4825219968
825	0.4823520873
826	0.4821752987
827	0.4820736545
828	0.4819243604
829	0.4817529195
830	0.4816924455
831	0.4816213567
832	0.4814207274
833	0.4812987945
834	0.481212515
835	0.481108446
836	0.4808858391
837	0.4807476482
838	0.4806234472
839	0.4804629727
840	0.4803257793
841	0.4802424879
842	0.4801062946
843	0.4799482355
844	0.4797241784
845	0.4796427808
846	0.4794770198
847	0.4794694019
848	0.4793519616
849	0.4792334226
850	0.4789954844
851	0.4788944176
852	0.4788704327
853	0.478746997
854	0.4786510172
855	0.4786479258
856	0.4785204137
857	0.4785171501
858	0.4784029557
859	0.4783174107
860	0.4782719079
861	0.4781637695
862	0.4780885475
863	0.4778147031
864	0.4777221339
865	0.4775000716
866	0.4774129208
867	0.4772470915
868	0.477115168
869	0.4769768296
870	0.4769678312
871	0.4768187553
872	0.4768121809
873	0.4767155304
874	0.4765522937
875	0.4764412669
876	0.4764374131
877	0.4763145707
878	0.4763118999
879	0.4761146964
880	0.4759963908
881	0.4758784408
882	0.4758051521
883	0.4758020889
884	0.4755765943
885	0.4754860819
886	0.4753550958
887	0.4751711899
888	0.475118547
889	0.4751172878
890	0.4750241725
891	0.4749074489
892	0.474667988
893	0.474533993
894	0.4744903826
895	0.4743387006
896	0.4742670181
897	0.4741704176
898	0.4741673371
899	0.4740276403
900	0.4739404301
901	0.4738734174
902	0.4737681582
903	0.4735722424
904	0.4735654028
905	0.473403179
906	0.4733987915
907	0.4733114436
908	0.4731962331
909	0.4731341002
910	0.4730694271
911	0.4730683892
912	0.4729438171
913	0.4728668095
914	0.4727917563
915	0.4726106334
916	0.4725625662
917	0.4724514911
918	0.4723575343
919	0.4722337378
920	0.4721271147
921	0.472032008
922	0.4719011798
923	0.471735001
924	0.4716689702
925	0.4715476472
926	0.4715428732
927	0.4713660825
928	0.4712279717
929	0.4711343614
930	0.4710155737
931	0.4710118123
932	0.4708539565
933	0.4706482033
934	0.4705571599
935	0.4704592318
936	0.4702530012
937	0.4702034141
938	0.4701864134
939	0.4699705748
940	0.4699122678
941	0.4697823885
942	0.4697055672
943	0.4695289657
944	0.4694542885
945	0.4694431569
946	0.4694423442
947	0.4694300366
948	0.469386472
949	0.4693139067
950	0.4691900984
951	0.469070601
952	0.4690669227
953	0.4690650053
954	0.4689247933
955	0.4688251646
956	0.4687392289
957	0.4686659345
958	0.4685524089
959	0.4683861162
960	0.4682017867
961	0.4680802783
962	0.4679062974
963	0.4677895508
964	0.4676653447
965	0.4675528982
966	0.4674656891
967	0.4673516776
968	0.4672339719
969	0.4672268196
970	0.4671518746
971	0.4671221369
972	0.4670373256
973	0.4668929371
974	0.4668017202
975	0.4666703277
976	0.4664787864
977	0.4663496352
978	0.4662694303
979	0.4661608941
980	0.4660089523
981	0.4659194731
982	0.4657935304
983	0.4656001094
984	0.4654557838
985	0.4653246834
986	0.4652316778
987	0.4651295766
988	0.4650168216
989	0.4649542571
990	0.4648824131
991	0.4647975201
992	0.4645774813
993	0.464521176
994	0.4643863525
995	0.4642258609
996	0.4640620394
997	0.4640598355
998	0.4639286015
999	0.4637359068
