iter	Passed	Remaining
290	1290	3143
291	1294	3137
292	1298	3132
293	1302	3127
294	1306	3122
295	1310	3117
296	1315	3112
297	1319	3109
298	1324	3104
299	1329	3101
300	1333	3096
301	1337	3091
302	1341	3086
303	1346	3081
304	1350	3076
305	1354	3072
306	1358	3067
307	1363	3063
308	1368	3060
309	1372	3055
310	1377	3052
311	1382	3048
312	1386	3043
313	1391	3038
314	1395	3035
315	1400	3031
316	1404	3026
317	1408	3021
318	1413	3017
319	1417	3013
320	1421	3007
321	1426	3003
322	1430	2998
323	1434	2993
324	1440	2991
325	1444	2987
326	1449	2982
327	1453	2977
328	1457	2973
329	1462	2968
330	1466	2963
331	1470	2958
332	1474	2953
333	1478	2948
334	1482	2943
335	1486	2938
336	1490	2933
337	1495	2928
338	1499	2923
339	1504	2919
340	1509	2916
341	1513	2911
342	1517	2906
343	1521	2901
344	1525	2897
345	1530	2892
346	1534	2887
347	1538	2883
348	1543	2878
349	1547	2873
350	1551	2868
351	1555	2863
352	1559	2857
353	1564	2854
354	1568	2850
355	1573	2846
356	1578	2843
357	1583	2839
358	1587	2835
359	1592	2830
360	1596	2826
361	1600	2821
362	1605	2816
363	1609	2811
364	1613	2806
365	1617	2801
366	1621	2796
367	1626	2793
368	1631	2789
369	1635	2784
370	1640	2780
371	1646	2778
372	1652	2777
373	1661	2780
374	1666	2778
375	1672	2776
376	1678	2773
377	1684	2771
378	1691	2771
379	1696	2767
380	1700	2763
381	1705	2759
382	1709	2754
383	1713	2749
384	1717	2744
385	1722	2739
386	1727	2735
387	1731	2730
388	1735	2725
389	1739	2721
390	1746	2720
391	1750	2715
392	1755	2711
393	1760	2707
394	1764	2702
395	1768	2698
396	1772	2692
397	1777	2689
398	1782	2684
399	1786	2680
400	1792	2676
401	1796	2672
402	1801	2668
403	1805	2663
404	1810	2659
405	1814	2655
406	1820	2651
407	1824	2647
408	1828	2642
409	1833	2637
410	1837	2633
411	1841	2628
412	1845	2623
413	1849	2618
414	1853	2613
415	1858	2608
416	1862	2603
417	1867	2599
418	1871	2594
419	1875	2590
420	1879	2585
421	1884	2581
422	1888	2576
423	1892	2571
424	1896	2566
425	1901	2561
426	1905	2557
427	1909	2551
428	1913	2546
429	1917	2541
430	1921	2537
431	1925	2531
432	1931	2529
433	1935	2524
434	1939	2519
435	1944	2514
436	1948	2510
437	1953	2506
438	1957	2501
439	1962	2497
440	1967	2494
441	1973	2491
442	1977	2486
443	1981	2481
444	1986	2477
445	1991	2473
446	1996	2469
447	2001	2465
448	2005	2461
449	2009	2456
450	2014	2451
451	2018	2446
452	2022	2442
453	2026	2437
454	2030	2432
455	2035	2427
456	2039	2423
457	2043	2418
458	2047	2413
459	2052	2409
460	2056	2404
461	2061	2400
462	2065	2395
463	2069	2390
464	2073	2385
465	2077	2380
466	2081	2375
467	2085	2370
468	2090	2366
469	2095	2362
470	2099	2358
471	2103	2353
472	2107	2348
473	2114	2346
474	2120	2343
475	2125	2340
476	2132	2338
477	2137	2334
478	2141	2329
479	2146	2324
480	2150	2320
481	2154	2315
482	2159	2311
483	2163	2306
484	2167	2301
485	2172	2297
486	2178	2294
487	2183	2290
488	2192	2291
489	2198	2288
490	2209	2290
491	2217	2289
492	2222	2285
493	2227	2281
494	2233	2278
495	2238	2274
496	2243	2270
497	2248	2266
498	2252	2261
499	2256	2256
500	2261	2251
501	2265	2247
502	2269	2242
503	2273	2237
504	2277	2232
505	2281	2227
506	2285	2222
507	2290	2218
508	2294	2213
509	2300	2210
510	2304	2205
511	2309	2201
512	2313	2196
513	2318	2191
514	2322	2187
515	2328	2183
516	2332	2179
517	2337	2175
518	2341	2170
519	2346	2165
520	2350	2161
521	2354	2156
522	2359	2152
523	2363	2147
524	2367	2142
525	2372	2137
526	2376	2133
527	2380	2128
528	2385	2123
529	2389	2119
530	2393	2114
531	2398	2109
532	2402	2104
533	2406	2099
534	2411	2095
535	2414	2090
536	2420	2087
537	2425	2082
538	2430	2078
539	2434	2073
540	2438	2069
541	2443	2064
542	2447	2059
543	2451	2054
544	2455	2050
545	2459	2045
546	2464	2040
547	2468	2035
548	2472	2031
549	2476	2026
550	2481	2022
551	2485	2017
552	2489	2012
553	2494	2007
554	2498	2003
555	2502	1998
556	2507	1994
557	2511	1989
558	2515	1984
559	2519	1979
560	2523	1975
561	2527	1970
562	2531	1965
563	2535	1960
564	2540	1955
565	2545	1951
566	2549	1947
567	2554	1942
568	2558	1937
569	2562	1933
570	2567	1929
571	2571	1924
572	2576	1919
573	2580	1914
574	2584	1910
575	2591	1907
576	2595	1902
577	2600	1898
578	2605	1894
579	2609	1889
580	2613	1884
581	2618	1880
582	2622	1875
583	2626	1870
584	2630	1866
585	2637	1863
586	2641	1858
587	2645	1853
588	2650	1849
589	2654	1844
590	2658	1839
591	2662	1835
592	2667	1830
593	2671	1826
594	2676	1821
595	2680	1816
596	2685	1812
597	2689	1807
598	2693	1803
599	2698	1798
600	2702	1793
601	2706	1789
602	2710	1784
603	2715	1780
604	2719	1775
605	2724	1771
606	2728	1766
607	2733	1762
608	2738	1757
609	2742	1753
610	2746	1748
611	2750	1743
612	2754	1739
613	2758	1734
614	2763	1729
615	2767	1725
616	2771	1720
617	2775	1715
618	2779	1711
619	2784	1706
620	2788	1701
621	2792	1697
622	2796	1692
623	2801	1687
624	2805	1683
625	2810	1678
626	2814	1674
627	2818	1669
628	2822	1664
629	2826	1660
630	2831	1655
631	2835	1650
632	2840	1646
633	2845	1642
634	2849	1638
635	2853	1633
636	2858	1628
637	2862	1624
638	2867	1619
639	2871	1615
640	2875	1610
641	2879	1605
642	2883	1601
643	2887	1596
644	2892	1591
645	2896	1587
646	2900	1582
647	2905	1578
648	2910	1573
649	2914	1569
650	2918	1564
651	2922	1559
652	2926	1555
653	2930	1550
654	2935	1545
655	2939	1541
656	2943	1536
657	2947	1531
658	2951	1527
659	2955	1522
660	2960	1518
661	2965	1513
662	2969	1509
663	2973	1504
664	2978	1500
665	2982	1495
666	2987	1491
667	2991	1486
668	2995	1482
669	3000	1477
670	3004	1473
671	3008	1468
672	3013	1463
673	3017	1459
674	3021	1454
675	3026	1450
676	3033	1447
677	3038	1443
678	3043	1438
679	3049	1434
680	3054	1430
681	3059	1426
682	3063	1421
683	3067	1417
684	3072	1412
685	3076	1408
686	3080	1403
687	3084	1398
688	3088	1394
689	3095	1390
690	3099	1386
691	3104	1381
692	3108	1377
693	3113	1372
694	3117	1368
695	3121	1363
696	3125	1358
697	3129	1354
698	3134	1349
699	3138	1344
700	3142	1340
701	3146	1335
702	3150	1331
703	3156	1327
704	3160	1322
705	3164	1317
706	3168	1313
707	3172	1308
708	3176	1303
709	3181	1299
710	3185	1294
711	3189	1290
712	3194	1285
713	3199	1281
714	3203	1277
715	3208	1272
716	3212	1267
717	3217	1263
718	3221	1259
719	3226	1254
720	3230	1250
721	3234	1245
722	3239	1241
723	3243	1236
724	3247	1231
725	3252	1227
726	3256	1222
727	3260	1218
728	3265	1213
729	3270	1209
730	3274	1205
731	3279	1200
732	3284	1196
733	3290	1192
734	3294	1187
735	3298	1183
736	3307	1180
737	3312	1175
738	3316	1171
739	3320	1166
740	3324	1162
741	3328	1157
742	3333	1152
743	3338	1148
744	3342	1144
745	3346	1139
746	3350	1134
747	3355	1130
748	3359	1125
749	3363	1121
750	3367	1116
751	3371	1112
752	3376	1107
753	3380	1102
754	3384	1098
755	3388	1093
756	3392	1088
757	3396	1084
758	3403	1080
759	3407	1076
760	3411	1071
761	3415	1066
762	3420	1062
763	3424	1057
764	3428	1053
765	3432	1048
766	3437	1044
767	3441	1039
768	3445	1034
769	3449	1030
770	3453	1025
771	3458	1021
772	3462	1016
773	3467	1012
774	3474	1008
775	3479	1004
776	3484	1000
777	3489	995
778	3493	991
779	3497	986
780	3501	981
781	3506	977
782	3510	972
783	3514	968
784	3518	963
785	3523	959
786	3527	954
787	3531	950
788	3536	945
789	3540	941
790	3544	936
791	3548	932
792	3553	927
793	3557	922
794	3561	918
795	3565	913
796	3569	909
797	3573	904
798	3578	900
799	3582	895
800	3587	891
801	3590	886
802	3595	881
803	3600	877
804	3604	873
805	3608	868
806	3612	864
807	3617	859
808	3621	855
809	3625	850
810	3629	845
811	3634	841
812	3638	836
813	3642	832
814	3647	827
815	3651	823
816	3655	818
817	3660	814
818	3664	809
819	3668	805
820	3672	800
821	3676	796
822	3680	791
823	3685	787
824	3690	782
825	3694	778
826	3698	773
827	3703	769
828	3707	764
829	3712	760
830	3716	755
831	3720	751
832	3724	746
833	3729	742
834	3733	737
835	3737	733
836	3741	728
837	3745	724
838	3750	719
839	3754	715
840	3758	710
841	3762	706
842	3767	701
843	3772	697
844	3776	692
845	3785	689
846	3794	685
847	3807	682
848	3815	678
849	3823	674
850	3835	671
851	3848	668
852	3859	665
853	3872	661
854	3880	658
855	3891	654
856	3903	651
857	3916	648
858	3924	644
859	3929	639
860	3935	635
861	3946	631
862	3956	628
863	3963	623
864	3971	619
865	3980	615
866	3988	611
867	3997	607
868	4003	603
869	4008	599
870	4016	594
871	4024	590
872	4031	586
873	4037	582
874	4045	577
875	4056	574
876	4064	569
877	4074	566
878	4080	561
879	4085	557
880	4092	552
881	4102	548
882	4107	544
883	4114	539
884	4125	536
885	4133	531
886	4145	528
887	4155	524
888	4162	519
889	4172	515
890	4179	511
891	4186	506
892	4191	502
893	4201	498
894	4210	494
895	4220	489
896	4226	485
897	4233	480
898	4240	476
899	4247	471
900	4253	467
901	4263	463
902	4268	458
903	4279	454
904	4286	449
905	4293	445
906	4302	441
907	4308	436
908	4313	431
909	4319	427
910	4325	422
911	4333	418
912	4342	413
913	4353	409
914	4360	405
915	4371	400
916	4379	396
917	4385	391
918	4391	387
919	4399	382
920	4410	378
921	4420	373
922	4428	369
923	4433	364
924	4440	360
925	4449	355
926	4455	350
927	4465	346
928	4476	342
929	4487	337
930	4493	333
931	4500	328
932	4511	324
933	4521	319
934	4529	314
935	4536	310
936	4543	305
937	4554	301
938	4560	296
939	4566	291
940	4572	286
941	4581	282
942	4588	277
943	4594	272
944	4605	268
945	4611	263
946	4618	258
947	4624	253
948	4635	249
949	4646	244
950	4652	239
951	4666	235
952	4673	230
953	4684	225
954	4692	221
955	4698	216
956	4710	211
957	4720	206
958	4729	202
959	4739	197
960	4746	192
961	4753	187
962	4761	182
963	4768	178
964	4781	173
965	4795	168
966	4809	164
967	4821	159
968	4833	154
969	4846	149
970	4855	145
971	4863	140
972	4873	135
973	4879	130
974	4886	125
975	4898	120
976	4905	115
977	4913	110
978	4922	105
979	4931	100
980	4938	95
981	4951	90
982	4963	85
983	4974	80
984	4982	75
985	4994	70
986	5004	65
987	5016	60
988	5022	55
989	5031	50
990	5044	45
991	5050	40
992	5058	35
993	5066	30
994	5077	25
995	5085	20
996	5091	15
997	5099	10
998	5108	5
999	5114	0
