iter	Passed	Remaining
762	3807	1182
763	3814	1178
764	3818	1173
765	3825	1168
766	3832	1164
767	3837	1159
768	3847	1155
769	3852	1150
770	3859	1146
771	3865	1141
772	3870	1136
773	3881	1133
774	3886	1128
775	3896	1124
776	3901	1119
777	3908	1115
778	3916	1111
779	3921	1106
780	3929	1101
781	3934	1096
782	3944	1093
783	3949	1088
784	3959	1084
785	3965	1079
786	3975	1075
787	3980	1070
788	3984	1065
789	3994	1061
790	3998	1056
791	4007	1052
792	4013	1047
793	4018	1042
794	4026	1038
795	4033	1033
796	4043	1029
797	4049	1025
798	4063	1022
799	4077	1019
800	4085	1015
801	4096	1011
802	4106	1007
803	4113	1002
804	4118	997
805	4124	992
806	4129	987
807	4135	982
808	4141	977
809	4147	972
810	4156	968
811	4164	964
812	4169	959
813	4174	953
814	4179	948
815	4184	943
816	4189	938
817	4196	933
818	4206	929
819	4214	925
820	4223	920
821	4227	915
822	4235	910
823	4241	905
824	4248	901
825	4258	897
826	4265	892
827	4273	887
828	4278	882
829	4288	878
830	4293	873
831	4301	868
832	4307	863
833	4312	858
834	4320	853
835	4325	848
836	4333	843
837	4340	839
838	4345	833
839	4353	829
840	4357	823
841	4366	819
842	4371	814
843	4376	808
844	4386	804
845	4395	800
846	4403	795
847	4408	790
848	4417	785
849	4422	780
850	4429	775
851	4436	770
852	4442	765
853	4449	760
854	4455	755
855	4463	750
856	4467	745
857	4472	740
858	4477	734
859	4481	729
860	4485	724
861	4492	719
862	4496	713
863	4500	708
864	4504	703
865	4508	697
866	4513	692
867	4519	687
868	4523	681
869	4528	676
870	4532	671
871	4536	665
872	4543	660
873	4547	655
874	4551	650
875	4555	644
876	4560	639
877	4564	634
878	4568	628
879	4572	623
880	4578	618
881	4582	613
882	4586	607
883	4591	602
884	4595	597
885	4599	591
886	4605	586
887	4610	581
888	4615	576
889	4619	570
890	4625	565
891	4629	560
892	4633	555
893	4637	549
894	4643	544
895	4648	539
896	4653	534
897	4658	529
898	4662	523
899	4666	518
900	4670	513
901	4675	507
902	4679	502
903	4683	497
904	4688	492
905	4692	486
906	4696	481
907	4701	476
908	4705	471
909	4710	465
910	4714	460
911	4718	455
912	4722	450
913	4726	444
914	4731	439
915	4735	434
916	4739	429
917	4743	423
918	4748	418
919	4752	413
920	4757	408
921	4761	402
922	4766	397
923	4771	392
924	4775	387
925	4779	381
926	4783	376
927	4787	371
928	4791	366
929	4796	360
930	4800	355
931	4804	350
932	4808	345
933	4813	340
934	4819	335
935	4824	329
936	4829	324
937	4838	319
938	4843	314
939	4847	309
940	4858	304
941	4862	299
942	4869	294
943	4876	289
944	4882	284
945	4892	279
946	4897	274
947	4907	269
948	4912	263
949	4921	259
950	4926	253
951	4931	248
952	4940	243
953	4945	238
954	4955	233
955	4960	228
956	4969	223
957	4974	218
958	4978	212
959	4988	207
960	4993	202
961	5003	197
962	5010	192
963	5019	187
964	5026	182
965	5037	177
966	5041	172
967	5050	166
968	5055	161
969	5059	156
970	5069	151
971	5074	146
972	5079	140
973	5087	135
974	5092	130
975	5100	125
976	5104	120
977	5108	114
978	5114	109
979	5118	104
980	5123	99
981	5127	93
982	5132	88
983	5136	83
984	5141	78
985	5145	73
986	5150	67
987	5154	62
988	5158	57
989	5164	52
990	5168	46
991	5173	41
992	5177	36
993	5181	31
994	5185	26
995	5190	20
996	5195	15
997	5199	10
998	5203	5
999	5207	0
