iter	Logloss
249	0.5692789456
250	0.569145854
251	0.568955277
252	0.56879081
253	0.5687175343
254	0.5686320026
255	0.5684883011
256	0.5683994003
257	0.5683339473
258	0.5681988077
259	0.5680481706
260	0.5678890662
261	0.5676939458
262	0.5675671985
263	0.5672972621
264	0.5671286653
265	0.5670738429
266	0.5667778676
267	0.566533026
268	0.5664282242
269	0.566293586
270	0.5661152543
271	0.5660613548
272	0.5657810841
273	0.5656931751
274	0.5656567312
275	0.5653384921
276	0.5651472097
277	0.5650673943
278	0.5649901407
279	0.5649574331
280	0.5649073041
281	0.5648690851
282	0.5647490107
283	0.5645645117
284	0.5644943381
285	0.5643581959
286	0.564261897
287	0.5641571736
288	0.5640466749
289	0.5638841073
290	0.5638328705
291	0.5636812032
292	0.5635483651
293	0.5633327585
294	0.563256696
295	0.5631420489
296	0.5630082069
297	0.562923861
298	0.56278495
299	0.5626889512
300	0.5626275757
301	0.5625302766
302	0.5623829159
303	0.5623055445
304	0.5620540704
305	0.5620001343
306	0.5618971692
307	0.5617951315
308	0.5616508768
309	0.5615737581
310	0.5614692694
311	0.5612342217
312	0.5611125681
313	0.5609593476
314	0.5607875435
315	0.560702482
316	0.5606366888
317	0.5604697157
318	0.5602192088
319	0.5601438369
320	0.5599977367
321	0.5596395013
322	0.559349537
323	0.5590455595
324	0.5589475079
325	0.5586811206
326	0.5585882151
327	0.558471209
328	0.5584102507
329	0.5583201185
330	0.5581500435
331	0.5580890331
332	0.5580365829
333	0.5575818147
334	0.5575206326
335	0.5572511401
336	0.5571716391
337	0.5571054137
338	0.557004247
339	0.5568852135
340	0.5566556717
341	0.5565387973
342	0.5564850215
343	0.5563207039
344	0.5561330672
345	0.5560292312
346	0.5559779101
347	0.5558025538
348	0.5557393204
349	0.5556407109
350	0.5553774881
351	0.5550549984
352	0.5548611268
353	0.5546852261
354	0.554573894
355	0.5544174923
356	0.5542118491
357	0.5540302252
358	0.5539810479
359	0.5537134474
360	0.5534661955
361	0.5533859006
362	0.5532826393
363	0.5531207852
364	0.5530066366
365	0.5529001816
366	0.5527941338
367	0.5527004429
368	0.5526308687
369	0.5525727189
370	0.5524854266
371	0.5522924002
372	0.5522408815
373	0.5521155365
374	0.5519177535
375	0.5518364429
376	0.5516378341
377	0.5514900827
378	0.5514268152
379	0.5512667596
380	0.5510618569
381	0.5508649153
382	0.5507276777
383	0.5505550491
384	0.5503581592
385	0.5500891531
386	0.5498835986
387	0.5495950029
388	0.5493844187
389	0.5491530832
390	0.5490277703
391	0.5488468312
392	0.5485899992
393	0.5485845233
394	0.5482790254
395	0.5481571873
396	0.5479778301
397	0.5476442758
398	0.5475404041
399	0.5473495677
400	0.5471323543
401	0.5469505191
402	0.5468399703
403	0.5466571193
404	0.5466223989
405	0.5464899026
406	0.5461882436
407	0.546108932
408	0.5458425721
409	0.5455468557
410	0.545392621
411	0.5451002148
412	0.5448681596
413	0.54474769
414	0.5446604224
415	0.5445304882
416	0.5443655492
417	0.5440786723
418	0.5438791993
419	0.5436589572
420	0.5434304236
421	0.5431500767
422	0.5429975291
423	0.5425107692
424	0.5424873088
425	0.5423722835
426	0.5422010124
427	0.5420439234
428	0.5419481164
429	0.5418830394
430	0.5417258044
431	0.5415753352
432	0.5414828147
433	0.5412718161
434	0.5410627361
435	0.5409293466
436	0.5407748266
437	0.5405347281
438	0.5402756669
439	0.5400611667
440	0.5399246525
441	0.5397729321
442	0.5396386576
443	0.5395494702
444	0.5392552437
445	0.5391633067
446	0.5390832252
447	0.5388900196
448	0.5387160342
449	0.5386500499
450	0.538436389
451	0.5382834538
452	0.5381074218
453	0.537934562
454	0.5376477084
455	0.5374111759
456	0.5372812044
457	0.5370802835
458	0.5368879051
459	0.5366955591
460	0.5365238188
461	0.5363627087
462	0.5361829561
463	0.5360717796
464	0.5358334956
465	0.53565329
466	0.5355746481
467	0.535516456
468	0.5353958309
469	0.5352692668
470	0.535104897
471	0.5350517304
472	0.5349415916
473	0.5347739557
474	0.5344252008
475	0.5343089833
476	0.5341190038
477	0.5339989515
478	0.5337982921
479	0.5337102711
480	0.5334510815
481	0.5332790327
482	0.5332460105
483	0.5330507124
484	0.5328256135
485	0.5327614658
486	0.5325690617
487	0.5323820522
488	0.5321876266
489	0.5320020463
490	0.5317475554
491	0.5316424835
492	0.5314568303
493	0.5312352325
494	0.5310472351
495	0.5308043542
496	0.530653113
497	0.5304970162
498	0.5303341842
499	0.5301408931
500	0.5300152874
501	0.5298656068
502	0.5297267878
503	0.5296437945
504	0.5296395278
505	0.5295568956
506	0.5294282548
507	0.5291733786
508	0.5290212852
509	0.5288553615
510	0.5286120773
511	0.5285102739
512	0.5283691387
513	0.5282344398
514	0.5281464735
515	0.5280739674
516	0.5279654882
517	0.5277689053
518	0.5275262017
519	0.5273687943
520	0.5272627696
521	0.5270314802
522	0.5270154161
523	0.5267901927
524	0.5265834271
525	0.5264583308
526	0.5262831778
527	0.5261823293
528	0.5259952665
529	0.5258423413
530	0.5257160803
531	0.52558817
532	0.5254352042
533	0.525182078
534	0.5249422206
535	0.5248763321
536	0.5247478288
537	0.5246467475
538	0.5245659902
539	0.5244442752
540	0.5243197709
541	0.524162012
542	0.5241596351
543	0.524038536
544	0.5238880405
545	0.5238343102
546	0.5235990792
547	0.5234989944
548	0.5234368903
549	0.5233896893
550	0.5232176044
551	0.5229563452
552	0.5228603931
553	0.5226848603
554	0.5225152349
555	0.5224121674
556	0.5224066592
557	0.5222650008
558	0.5221932244
559	0.5219060186
560	0.5216866106
561	0.5215284732
562	0.5213632675
563	0.5212938076
564	0.5210488696
565	0.5209713683
566	0.520867419
567	0.5207862623
568	0.520652399
569	0.5204841533
570	0.5204794187
571	0.5202664437
572	0.5201449543
573	0.5201397178
574	0.5198496147
575	0.5197024621
576	0.5196494337
577	0.5194549334
578	0.5192561303
579	0.5191196011
580	0.5189991906
581	0.5188869324
582	0.5187907409
583	0.5186788442
584	0.518401488
585	0.5183209778
586	0.5181952956
587	0.5180789235
588	0.5179022712
589	0.5177034507
590	0.517462033
591	0.5171974504
592	0.5170486721
593	0.5169224367
594	0.5168328253
595	0.5167326823
596	0.5165788538
597	0.5163705149
598	0.5162588197
599	0.5161203721
600	0.515963682
601	0.515789656
602	0.5156800861
603	0.5155932384
604	0.5153694197
605	0.5152369532
606	0.5150832559
607	0.5148697053
608	0.5147565073
609	0.51455322
610	0.5143984219
611	0.5142137562
612	0.5140992566
613	0.5138767353
614	0.5136601456
615	0.5134449565
616	0.513314648
617	0.5132229983
618	0.5130472657
619	0.5129568978
620	0.5127704307
621	0.512714026
622	0.5124471958
623	0.512289708
624	0.5121884353
625	0.5120983335
626	0.5119445486
627	0.51189179
628	0.5117056205
629	0.5116655202
630	0.5115743899
631	0.511394325
632	0.5113034143
633	0.5111169469
634	0.5108766672
635	0.5107210373
636	0.5106616974
637	0.5105674866
638	0.5104208061
639	0.5102541895
640	0.5102323856
641	0.5100947499
642	0.5100929355
643	0.5099918293
644	0.5099878628
645	0.509817848
646	0.5096762049
647	0.5096686788
648	0.5096656365
649	0.5095781599
650	0.5094887999
651	0.5093945021
652	0.5093265565
653	0.5091938836
654	0.5090203986
655	0.508991466
656	0.5088491807
657	0.5087594912
658	0.5087503648
659	0.5086611419
660	0.5084618748
661	0.5082998866
662	0.5082140018
663	0.5081222154
664	0.5080461458
665	0.5078926868
666	0.507889401
667	0.5077078105
668	0.5075814983
669	0.5075009431
670	0.5073453308
671	0.507257137
672	0.507014221
673	0.5069274848
674	0.5068006234
675	0.5067245858
676	0.5066262816
677	0.5066181723
678	0.5062756758
679	0.5061774996
680	0.505959001
681	0.5059114478
682	0.5058099427
683	0.5056976711
684	0.5055036025
685	0.5054359733
686	0.5053437232
687	0.5052105433
688	0.505123962
689	0.505121385
690	0.5050407802
691	0.5049352335
692	0.5047232978
693	0.5046833266
694	0.5045541379
695	0.5044696086
696	0.5044159075
697	0.50441093
698	0.5043030107
699	0.5041382761
700	0.5040909035
701	0.5039738305
702	0.503958149
703	0.5038358423
704	0.5036033333
705	0.5035785591
706	0.5035392365
707	0.5035380005
708	0.503378162
709	0.5032838133
710	0.5030906491
711	0.5029555586
712	0.5028643332
713	0.5027560417
714	0.5026647665
715	0.5025573242
716	0.5025215286
717	0.5024357797
718	0.5022909644
719	0.5021498645
720	0.5019100332
721	0.5019048396
722	0.5018956525
723	0.5017516295
724	0.5015930632
725	0.5014133204
726	0.5013799305
727	0.5012924192
728	0.5012894015
729	0.5012142188
730	0.5011527486
731	0.5009221386
732	0.5007328426
733	0.5005520378
734	0.5004083395
735	0.5004044465
736	0.5002612581
737	0.5001133746
738	0.500005919
739	0.4998673051
740	0.4996409127
741	0.4993970662
742	0.4993672025
743	0.4992845548
744	0.4991605491
745	0.4989943809
746	0.4988375986
747	0.4985728833
748	0.4984708591
749	0.4984636536
750	0.4983801004
751	0.4982958148
752	0.4981986228
753	0.4980244625
754	0.4978815838
755	0.4978148872
756	0.4978023945
757	0.4975959156
758	0.4974116408
759	0.4973033233
760	0.497257516
761	0.4971122064
762	0.4969567593
763	0.4969528654
764	0.4968398676
765	0.4968372318
766	0.4967512645
767	0.4965828233
768	0.4963751338
769	0.4962436082
770	0.4962420434
771	0.4961226584
772	0.4959637766
773	0.49584525
774	0.4957885792
775	0.4956671524
776	0.495496064
777	0.4953494888
778	0.4952092384
779	0.4950435468
780	0.4947515725
781	0.4946125042
782	0.4945537594
783	0.4945311889
784	0.4943639096
785	0.4942042813
786	0.4940673951
787	0.4939410446
788	0.4937681288
789	0.4936315733
790	0.4933656685
791	0.4932687376
792	0.4930702863
793	0.492961456
794	0.492782237
795	0.4926366532
796	0.4926336043
797	0.4925168833
798	0.4922956789
799	0.4922309178
800	0.4920587195
801	0.4919614706
802	0.4918169282
803	0.4917226523
804	0.4917138889
805	0.491461463
806	0.4914151248
807	0.4913077588
808	0.4912442955
809	0.4910230324
810	0.4909745689
811	0.490844957
812	0.4908103124
813	0.4907291173
814	0.4905997552
815	0.490406464
816	0.490291262
817	0.4901808676
818	0.4901704041
819	0.4900899178
820	0.4899766912
821	0.4898055547
822	0.4897745846
823	0.4897400882
824	0.4896014731
825	0.4894162806
826	0.4894038685
827	0.4892931264
828	0.4892398488
829	0.4892108999
830	0.4891241418
831	0.4891142604
832	0.489012584
833	0.4889406543
834	0.4887834498
835	0.4886891043
836	0.4885813086
837	0.4884240955
838	0.4882942356
839	0.4880963716
840	0.4880037895
841	0.4879712853
842	0.4879676011
843	0.4878692029
844	0.4876827455
845	0.4875295728
846	0.4874903875
847	0.487327849
848	0.4871925197
849	0.4871879233
850	0.4870033398
851	0.486835898
852	0.4866853572
853	0.4865844645
854	0.4864830667
855	0.4863189666
856	0.4862445645
857	0.4860660868
858	0.4858758234
859	0.4856108668
860	0.4855043572
861	0.4855005613
862	0.4854248096
863	0.4853237776
864	0.4853083691
865	0.4853056495
866	0.4852346856
867	0.4850618864
868	0.4849656789
869	0.4849083728
870	0.4847494363
871	0.4847043755
872	0.4847009448
873	0.4844907262
874	0.4843835965
875	0.4843628503
876	0.484282435
877	0.4842148741
878	0.4840572005
879	0.4838441376
880	0.4837299911
881	0.4835411626
882	0.4835382848
883	0.4834002113
884	0.4832204112
885	0.4832147338
886	0.4831648261
887	0.4830783305
888	0.483002604
889	0.4829969855
890	0.4829502542
891	0.4827826867
892	0.4826185686
893	0.4826123267
894	0.4824730134
895	0.4824707863
896	0.4824210452
897	0.4822463111
898	0.4821956917
899	0.4820366647
900	0.4819547705
901	0.4818070371
902	0.481607837
903	0.4815276016
904	0.4814203873
905	0.4814165567
906	0.4812169824
907	0.4810998712
908	0.4809403473
909	0.480830886
910	0.480750886
911	0.4806802013
912	0.4805437961
913	0.4803488797
914	0.4802550478
915	0.4801950296
916	0.4800743366
917	0.4799169802
918	0.4798564756
919	0.4798270029
920	0.4797789883
921	0.479586475
922	0.479582799
923	0.4795284011
924	0.4794018877
925	0.4792460605
926	0.4792437188
927	0.4790268566
928	0.4789031514
929	0.4788297631
930	0.4787502084
931	0.4787137971
932	0.4785871418
933	0.4784631063
934	0.4783505907
935	0.478245285
936	0.4781998397
937	0.4780153083
938	0.4778811288
939	0.4778763148
940	0.4778743514
941	0.4777288896
942	0.4776266204
943	0.4775648422
944	0.4774933761
945	0.4774194714
946	0.4774144862
947	0.4772133267
948	0.4771949495
949	0.4771454311
950	0.4771364087
951	0.4770967842
952	0.4769743077
953	0.4769294094
954	0.476865537
955	0.4767429819
956	0.4766153703
957	0.4764757338
958	0.4763270025
959	0.4762444343
960	0.4761071469
961	0.4760106119
962	0.4757816262
963	0.475765402
964	0.4756385229
965	0.4755206373
966	0.4753799921
967	0.4753127748
968	0.4752284205
969	0.4751408358
970	0.4751352166
971	0.4749892984
972	0.4749841677
973	0.4748413333
974	0.4747637633
975	0.4746011258
976	0.4744959947
977	0.4743922847
978	0.4742179178
979	0.4740975838
980	0.473988939
981	0.4739313596
982	0.4739219815
983	0.4739192968
984	0.4738273097
985	0.4736896655
986	0.4735749776
987	0.4734344163
988	0.4733823398
989	0.4732864687
990	0.4732126694
991	0.4731074699
992	0.4730917456
993	0.4730517411
994	0.4728243537
995	0.4727492911
996	0.4726494056
997	0.4725879734
998	0.4724229933
999	0.4723257228
